001E07AF.esd,stNIB-v1_06735,Sotub07g024120
cSTA14E23TH,stNIB-v1_11153,Sotub05g028960
cSTA14E7TH,stNIB-v1_10192,Sotub06g005410
cSTA14E9TH,stNIB-v1_15531,Sotub01g013160
cSTA14F16TH,stNIB-v1_09757,Sotub11g026840
cSTA14G15TH,stNIB-v1_11484,Sotub05g025810
cSTA14G3TH,stNIB-v1_09501,Sotub11g010630
cSTA14G5TH,stNIB-v1_02500,Sotub06g005950
cSTA14G9TH,stNIB-v1_06008,PGSC0003DMG400010917
cSTA14H7TH,stNIB-v1_05517,Sotub11g012550
cSTA14I13TH,stNIB-v1_13163,Sotub08g008990
cSTA14I3TH,stNIB-v1_06769,Sotub01g042670
cSTA14J1TH,stNIB-v1_02230,Sotub04g034440
cSTA14J6TH,stNIB-v1_05722,Sotub02g015320
cSTA14K3TH,stNIB-v1_14848,Sotub06g026440
cSTA14M11TH,stNIB-v1_14067,Sotub02g020280
cSTA14M15TH,stNIB-v1_09040,Sotub06g011020
cSTA14M1TH,stNIB-v1_06492,PGSC0003DMG400043677
cSTA14M21TH,stNIB-v1_01148,Sotub11g009370
cSTA14M5TH,stNIB-v1_12480,Sotub06g027660
cSTA14N15TH,stNIB-v1_01734,Sotub03g034080
cSTA14N17TH,stNIB-v1_01295,Sotub02g023410
cSTA14O15TH,stNIB-v1_02446,Sotub07g021420
cSTA14O17TH,stNIB-v1_12491,Sotub06g028120
cSTA14O1TH,stNIB-v1_09741,Sotub11g025260
cSTA14O5TH,stNIB-v1_16009,Sotub04g014570
cSTA15A5TH,stNIB-v1_17775,Sotub12g030440
cSTA15B24TH,stNIB-v1_00585,Sotub11g014840
cSTA15C15TH,stNIB-v1_07582,Sotub03g014440
cSTA15F16TH,stNIB-v1_13000,Sotub02g018680
cSTA15I13TH,stNIB-v1_13175,Sotub01g027350
cSTA15N14TH,stNIB-v1_04444,Sotub07g005800
cSTA15N22TH,stNIB-v1_11373,Sotub04g023380
cSTA15O17TH,stNIB-v1_15605,Sotub01g046950
cSTA15O2TH,stNIB-v1_02081,PGSC0003DMG400003469
cSTA16C2TH,stNIB-v1_13311,Sotub12g027470
cSTA16D4TH,stNIB-v1_06102,Sotub10g023080
cSTA16E16TH,stNIB-v1_11494,Sotub03g027270
cSTA16F10TH,stNIB-v1_03498,Sotub04g006260
cSTA16F9TH,stNIB-v1_11809,Sotub02g013030
cSTA16G24TH,stNIB-v1_06037,Sotub10g024280
cSTA16I11TH,stNIB-v1_03535,Sotub09g025050
cSTA16I21TH,stNIB-v1_15574,Sotub04g028400
cSTA16L15TH,stNIB-v1_05183,Sotub11g015100
cSTA16M14TH,stNIB-v1_26998,cSTA16M14TH
cSTA16N11TH,stNIB-v1_17570,Sotub11g013980
cSTA16N19TH,stNIB-v1_06048,Sotub09g011750
cSTA16N23TH,stNIB-v1_03100,PGSC0003DMG400005232
cSTA16N5TH,stNIB-v1_13213,Sotub08g016180
cSTA16O21TH,stNIB-v1_08955,Sotub05g011260
cSTA16P19TH,stNIB-v1_06799,Sotub01g042280
cSTA16P8TH,stNIB-v1_05277,Sotub02g014600
cSTA17A4TH,stNIB-v1_11524,Sotub03g028320
cSTA17E22TH,stNIB-v1_00022,Sotub01g031930
cSTA17E23TH,stNIB-v1_02032,Sotub05g010770
cSTA17E3TH,stNIB-v1_34496,cSTA17E3TH
cSTA17G15TH,stNIB-v1_10917,PGSC0003DMG400022859
cSTA17G19TH,stNIB-v1_06215,Sotub09g025810
cSTA17I14TH,stNIB-v1_06328,Sotub12g026490
cSTA17K10TH,stNIB-v1_12979,Sotub05g005950
cSTA17K16TH,stNIB-v1_16785,Sotub04g032830
cSTA17K8TH,stNIB-v1_02216,Sotub04g033980
cSTA17L16TH,stNIB-v1_07444,PGSC0003DMG400030007
cSTA17M15TH,stNIB-v1_03160,Sotub08g010280
cSTA17O10TH,stNIB-v1_15367,Sotub05g011820
cSTA17O12TH,stNIB-v1_10784,Sotub01g035350
cSTA17O24TH,stNIB-v1_13908,PGSC0003DMG400031029
cSTA17O2TH,stNIB-v1_05920,Sotub02g020220
cSTA18A15TH,stNIB-v1_13001,Sotub02g018740
cSTA18A20TH,stNIB-v1_00224,Sotub01g006200
cSTA18A22TH,stNIB-v1_06961,Sotub09g019860
cSTA18B13TH,stNIB-v1_07681,Sotub08g018720
cSTA18C13TH,stNIB-v1_15071,Sotub12g013980
cSTA18D4TH,stNIB-v1_15042,Sotub05g014460
cSTA18G10TH,stNIB-v1_08137,Sotub05g012340
cSTA18G13TH,stNIB-v1_03480,Sotub04g006210
cSTA18H17TH,stNIB-v1_03649,Sotub09g019400
cSTA18I17TH,stNIB-v1_11483,Sotub01g012620
cSTA18I19TH,stNIB-v1_07199,Sotub03g005850
cSTA18I9TH,stNIB-v1_12969,Sotub05g005260
cSTA18J12TH,stNIB-v1_00301,Sotub11g023810
cSTA18L21TH,stNIB-v1_17053,Sotub07g007880
cSTA18M14TH,stNIB-v1_06299,Sotub04g009950
cSTA18O9TH,stNIB-v1_12778,Sotub01g030800
cSTA18P5TH,stNIB-v1_13725,Sotub02g029770
cSTA19A21TH,stNIB-v1_02807,Sotub12g031970
cSTA19E5TH,stNIB-v1_10748,Sotub02g021650
cSTA19G13TH,stNIB-v1_15710,Sotub02g014490
cSTA19I21TH,stNIB-v1_15072,Sotub12g014000
cSTA19J5TH,stNIB-v1_03543,Sotub01g034840
cSTA19K10TH,stNIB-v1_14150,Sotub01g006460
cSTA19K5TH,stNIB-v1_11190,Sotub04g011480
cSTA19N11TH,stNIB-v1_08418,Sotub12g028990
cSTA19O16TH,stNIB-v1_12632,Sotub11g028880
cSTA19O22TH,stNIB-v1_09957,Sotub02g037170
cSTA1A16TH,stNIB-v1_11759,Sotub10g007120
cSTA1B11TH,stNIB-v1_16185,Sotub01g026470
cSTA1B1TH,stNIB-v1_02603,Sotub12g022990
cSTA1C23TH,stNIB-v1_02826,Sotub08g024440
cSTA1D11TH,stNIB-v1_11369,Sotub12g006110
cSTA1D17TH,stNIB-v1_02608,Sotub03g014400
cSTA1I16TH,stNIB-v1_06064,Sotub09g011260
cSTA1J17TH,stNIB-v1_08226,Sotub06g008090
cSTA1K9TH,stNIB-v1_12016,Sotub04g016950
cSTA1M14TH,stNIB-v1_14222,Sotub04g009390
cSTA1M6TH,stNIB-v1_08232,Sotub12g020820
cSTA1N7TH,stNIB-v1_08906,Sotub08g021410
cSTA20B22TH,stNIB-v1_05941,Sotub06g007440
cSTA20C1TH,stNIB-v1_02593,Sotub01g022760
cSTA20C23TH,stNIB-v1_15550,Sotub01g041660
cSTA20D19TH,stNIB-v1_03305,Sotub04g006280
cSTA20E18TH,stNIB-v1_15837,Sotub05g029540
cSTA20E4TH,stNIB-v1_03027,PGSC0003DMG400025418
cSTA20G16TH,stNIB-v1_06559,Sotub08g027010
cSTA20G20TH,stNIB-v1_11865,Sotub06g013650
cSTA20G5TH,stNIB-v1_16630,Sotub04g008500
cSTA20H24TH,stNIB-v1_07210,Sotub03g005310
cSTA20J14TH,stNIB-v1_08119,Sotub05g012530
cSTA20J3TH,stNIB-v1_15102,Sotub09g022270
cSTA20K21TH,stNIB-v1_01843,Sotub08g026650
cSTA20L10TH,stNIB-v1_12574,Sotub04g013120
cSTA20L11TH,stNIB-v1_05717,Sotub07g029200
cSTA20L22TH,stNIB-v1_05792,Sotub10g024730
cSTA20L2TH,stNIB-v1_12581,Sotub04g012810
cSTA20L4TH,stNIB-v1_02540,Sotub12g024540
cSTA20M18TH,stNIB-v1_01459,Sotub09g023080
cSTA20N20TH,stNIB-v1_03069,Sotub06g020170
cSTA21B7TH,stNIB-v1_02333,Sotub09g007670
cSTA21F20THB,stNIB-v1_12460,Sotub06g028670
cSTA21H15TH,stNIB-v1_13363,Sotub05g012790
cSTA21H16THB,stNIB-v1_00607,PGSC0003DMG400000915
cSTA21J11TH,stNIB-v1_05735,Sotub02g015300
cSTA21P10THB,stNIB-v1_17124,Sotub07g018700
cSTA21P21TH,stNIB-v1_14766,PGSC0003DMG400045125
cSTA22C20TH,stNIB-v1_03991,Sotub05g023190
cSTA22C5TH,stNIB-v1_04822,Sotub10g028950
cSTA22D21TH,stNIB-v1_10046,Sotub08g005960
cSTA22E15TH,stNIB-v1_09697,Sotub06g026840
cSTA22E3TH,stNIB-v1_09091,Sotub03g024850
cSTA22F8TH,stNIB-v1_17690,Sotub12g013830
cSTA22K8TH,stNIB-v1_01180,Sotub04g020510
cSTA22L16TH,stNIB-v1_04500,Sotub04g032480
cSTA22P11TH,stNIB-v1_00779,Sotub12g031050
cSTA22P1TH,stNIB-v1_02261,Sotub04g034330
cSTA23A20TH,stNIB-v1_06137,Sotub07g006490
cSTA23C7TH,stNIB-v1_01213,Sotub05g006880
cSTA23G15TH,stNIB-v1_15347,Sotub07g027040
cSTA23J14TH,stNIB-v1_02050,Sotub01g049150
cSTA23K15TH,stNIB-v1_05488,Sotub04g036480
cSTA23K1TH,stNIB-v1_16413,Sotub02g023470
cSTA23K21TH,stNIB-v1_11101,Sotub10g025150
cSTA23L3TH,stNIB-v1_03592,Sotub01g044180
cSTA23M1TH,stNIB-v1_00786,Sotub01g029780
cSTA23M2TH,stNIB-v1_04648,Sotub10g010370
cSTA23M4TH,stNIB-v1_03529,Sotub07g022650
cSTA23O16TH,stNIB-v1_16454,Sotub02g033000
cSTA23O2TH,stNIB-v1_00691,Sotub07g019230
cSTA23P6TH,stNIB-v1_02188,Sotub02g027080
cSTA24A5TH,stNIB-v1_16735,Sotub04g022750
cSTA24A8TH,stNIB-v1_03024,Sotub04g025270
cSTA24C16TH,stNIB-v1_16305,Sotub02g005640
cSTA24E10TH,stNIB-v1_13532,Sotub09g024080
cSTA24E3TH,stNIB-v1_08209,Sotub03g015360
cSTA24G14TH,stNIB-v1_05814,Sotub03g023890
cSTA24G2TH,stNIB-v1_11115,Sotub11g005240
cSTA24H23TH,stNIB-v1_00259,Sotub12g009090
cSTA24J21TH,stNIB-v1_06942,Sotub10g025690
cSTA24J7TH,stNIB-v1_03237,Sotub11g012040
cSTA24N1TH,stNIB-v1_00473,Sotub02g014070
cSTA24O19TH,stNIB-v1_03267,Sotub12g021790
cSTA24P15TH,stNIB-v1_03562,Sotub07g018090
cSTA25E13TH,stNIB-v1_00151,Sotub01g033470
cSTA25E19TH,stNIB-v1_00259,Sotub12g009090
cSTA25G21TH,stNIB-v1_00974,Sotub02g027320
cSTA25I3TH,stNIB-v1_10713,Sotub02g022030
cSTA25I5TH,stNIB-v1_09921,Sotub02g037810
cSTA25L20TH,stNIB-v1_04263,Sotub10g015470
cSTA25L24TH,stNIB-v1_04570,Sotub11g013710
cSTA25M12TH,stNIB-v1_13947,Sotub01g006330
cSTA25M4TH,stNIB-v1_16642,Sotub04g011720
cSTA25N18TH,stNIB-v1_07287,Sotub11g016220
cSTA25N22TH,stNIB-v1_12633,Sotub11g028870
cSTA25O18TH,stNIB-v1_02153,Sotub02g026760
cSTA25P8TH,stNIB-v1_01897,Sotub01g047820
cSTA26A10TH,stNIB-v1_15374,Sotub03g020140
cSTA26A22TH,stNIB-v1_16682,Sotub04g016620
cSTA26B15TH,stNIB-v1_08221,Sotub09g018640
cSTA26D10TH,stNIB-v1_15212,Sotub06g017080
cSTA26D2TH,stNIB-v1_07026,Sotub06g018760
cSTA26E11TH,stNIB-v1_04529,Sotub04g032570
cSTA26E6TH,stNIB-v1_02261,Sotub04g034330
cSTA26F14TH,stNIB-v1_26905,cSTA26F14TH
cSTA26F4TH,stNIB-v1_09589,Sotub07g026840
cSTA26F8TH,stNIB-v1_00471,Sotub07g018510
cSTA26H4TH,stNIB-v1_03345,Sotub03g032430
cSTA26I10TH,stNIB-v1_01000,Sotub02g026140
cSTA26J23TH,stNIB-v1_11184,Sotub05g028660
cSTA26K5TH,stNIB-v1_09408,Sotub12g025180
cSTA26M21TH,stNIB-v1_10046,Sotub08g005960
cSTA26M23TH,stNIB-v1_12174,Sotub06g024350
cSTA26M2TH,stNIB-v1_16786,Sotub04g032910
cSTA26O14TH,stNIB-v1_02072,Sotub01g036620
cSTA26O22TH,stNIB-v1_16735,Sotub04g022750
cSTA26O3TH,stNIB-v1_07856,Sotub05g016060
cSTA26O5TH,stNIB-v1_00670,Sotub10g005120
cSTA26O7TH,stNIB-v1_06343,Sotub09g027230
cSTA27A22TH,stNIB-v1_10946,Sotub09g028360
cSTA27B13TH,stNIB-v1_11203,Sotub04g011820
cSTA27C6TH,stNIB-v1_13168,Sotub07g019430
cSTA27D7TH,stNIB-v1_17291,Sotub09g005370
cSTA27E4TH,stNIB-v1_00073,Sotub01g007750
cSTA27E5TH,stNIB-v1_09595,Sotub09g020650
cSTA27F13TH,stNIB-v1_05979,Sotub12g013450
cSTA27G19TH,stNIB-v1_16298,Sotub02g005440
cSTA27H1TH,stNIB-v1_07373,PGSC0003DMG400013815
cSTA27I18TH,stNIB-v1_12924,Sotub10g026650
cSTA27K10TH,stNIB-v1_12125,Sotub01g029910
cSTA27K21TH,stNIB-v1_10138,Sotub12g010630
cSTA27M14TH,stNIB-v1_03744,Sotub03g022420
cSTA27O14TH,stNIB-v1_14739,Sotub07g015690
cSTA27O16TH,stNIB-v1_15027,Sotub04g031750
cSTA28B11TH,stNIB-v1_06536,Sotub09g018820
cSTA28B17TH,stNIB-v1_14901,Sotub03g036740
cSTA28D13TH,stNIB-v1_03342,Sotub03g032640
cSTA28D3TH,stNIB-v1_09936,Sotub02g037130
cSTA28D5TH,stNIB-v1_17361,Sotub09g019820
cSTA28H16TH,stNIB-v1_01414,Sotub02g029320
cSTA28H1TH,stNIB-v1_02412,Sotub10g015640
cSTA28K20TH,stNIB-v1_06017,Sotub04g008910
cSTA28L21TH,stNIB-v1_05775,Sotub02g014940
cSTA28M12TH,stNIB-v1_13792,Sotub07g007700
cSTA28N6TH,stNIB-v1_01836,PGSC0003DMG400003026
cSTA29A10TH,stNIB-v1_15423,Sotub04g024380
cSTA29A13TH,stNIB-v1_08891,Sotub08g021340
cSTA29B12TH,stNIB-v1_11176,Sotub05g027680
cSTA29C13TH,stNIB-v1_02470,Sotub04g015390
cSTA29C7TH,stNIB-v1_16424,Sotub02g025960
cSTA29D1TH,stNIB-v1_01584,Sotub08g015510
cSTA29E8TH,stNIB-v1_07949,Sotub03g024550
cSTA29F6TH,stNIB-v1_04777,Sotub10g014140
cSTA29G12TH,stNIB-v1_10627,Sotub07g028090
cSTA29G1TH,stNIB-v1_12385,Sotub09g013420
cSTA29G21TH,stNIB-v1_04886,PGSC0003DMG400008727
cSTA29G9TH,stNIB-v1_13200,Sotub06g009890
cSTA29I7TH,stNIB-v1_01279,Sotub12g026050
cSTA29J7TH,stNIB-v1_13036,Sotub06g023760
cSTA29J9TH,stNIB-v1_00936,Sotub01g038950
cSTA29M3TH,stNIB-v1_06785,Sotub01g042070
cSTA29N11TH,stNIB-v1_14062,Sotub03g018260
cSTA29N12TH,stNIB-v1_15562,Sotub06g033350
cSTA29N22TH,stNIB-v1_27538,cSTA29N22TH
cSTA29N6TH,stNIB-v1_15340,Sotub02g030530
cSTA29O5TH,stNIB-v1_03057,Sotub04g033600
cSTA29P12TH,stNIB-v1_04357,Sotub12g030080
cSTA2B14TH,stNIB-v1_14971,Sotub03g032950
cSTA2B5TH,stNIB-v1_12775,Sotub01g030930
cSTA2B6TH,stNIB-v1_00949,Sotub02g033540
cSTA2B9TH,stNIB-v1_00621,Sotub09g015200
cSTA2C21TH,stNIB-v1_13439,Sotub08g012020
cSTA2D15TH,stNIB-v1_14283,Sotub06g026930
cSTA2D7TH,stNIB-v1_13739,Sotub02g030270
cSTA2E9TH,stNIB-v1_04462,Sotub12g007950
cSTA2F21TH,stNIB-v1_17728,Sotub12g018400
cSTA2H14TH,stNIB-v1_04483,Sotub04g031720
cSTA2H6TH,stNIB-v1_03524,Sotub11g013180
cSTA2I1TH,stNIB-v1_00226,Sotub12g010070
cSTA2J7TH,stNIB-v1_12665,Sotub10g026700
cSTA2K3TH,stNIB-v1_28073,Sotub01g017490
cSTA2L17TH,stNIB-v1_04119,Sotub10g019350
cSTA2L19TH,stNIB-v1_07456,Sotub09g031420
cSTA2M3TH,stNIB-v1_05688,Sotub10g015590
cSTA2N20TH,stNIB-v1_03554,Sotub07g017830
cSTA2N8TH,stNIB-v1_12135,Sotub01g029320
cSTA30A19TH,stNIB-v1_06683,Sotub08g029380
cSTA30A1TH,stNIB-v1_34416,cSTA30A1TH
cSTA30B9TH,stNIB-v1_02961,Sotub08g028120
cSTA30C16TH,stNIB-v1_02552,Sotub12g032880
cSTA30D22TH,stNIB-v1_11996,Sotub01g021770
cSTA30D7TH,stNIB-v1_08428,Sotub06g017560
cSTA30D8TH,stNIB-v1_16688,Sotub04g016890
cSTA30E1TH,stNIB-v1_04985,Sotub05g013840
cSTA30F17TH,stNIB-v1_08419,Sotub06g016860
cSTA30F24TH,stNIB-v1_09821,Sotub02g008650
cSTA30G13TH,stNIB-v1_08983,Sotub04g026830
cSTA30G9TH,stNIB-v1_07933,Sotub02g029620
cSTA30H4TH,stNIB-v1_03717,Sotub07g018880
cSTA30K9TH,stNIB-v1_06784,Sotub01g042090
cSTA30N11TH,stNIB-v1_16724,Sotub04g020530
cSTA30N9TH,stNIB-v1_16830,Sotub05g015710
cSTA30O10TH,stNIB-v1_08459,Sotub01g008480
cSTA30P3TH,stNIB-v1_02714,Sotub09g031360
cSTA30P8TH,stNIB-v1_15686,Sotub10g019330
cSTA31A13TH,stNIB-v1_17779,Sotub12g030980
cSTA31A2TH,stNIB-v1_02120,Sotub02g028770
cSTA31C11TH,stNIB-v1_01569,Sotub03g035100
cSTA31C22TH,stNIB-v1_07031,Sotub08g012120
cSTA31D20TH,stNIB-v1_16914,Sotub05g028150
cSTA31D2TH,stNIB-v1_10274,Sotub02g015720
cSTA31D3TH,stNIB-v1_11166,Sotub05g028020
cSTA31D5TH,stNIB-v1_03955,Sotub02g013170
cSTA31F21TH,stNIB-v1_11875,Sotub02g009170
cSTA31G18TH,stNIB-v1_03107,Sotub03g018340
cSTA31I19TH,stNIB-v1_04806,Sotub12g006120
cSTA31I2TH,stNIB-v1_08048,Sotub04g031840
cSTA31I3TH,stNIB-v1_13371,Sotub08g017510
cSTA31J21TH,stNIB-v1_04050,Sotub07g025280
cSTA31L3TH,stNIB-v1_03364,Sotub01g026850
cSTA31N23TH,stNIB-v1_14355,PGSC0003DMG400033668
cSTA31O10TH,stNIB-v1_13450,Sotub12g013320
cSTA31P17TH,stNIB-v1_13143,Sotub12g023470
cSTA32A13TH,stNIB-v1_05254,Sotub07g021740
cSTA32B5TH,stNIB-v1_17135,Sotub07g023120
cSTA32D7TH,stNIB-v1_10151,Sotub01g039970
cSTA32E11TH,stNIB-v1_16835,Sotub05g016390
cSTA32G13TH,stNIB-v1_12024,Sotub01g044320
cSTA32G24TH,stNIB-v1_15163,Sotub07g025960
cSTA32K9TH,stNIB-v1_12342,Sotub06g022460
cSTA32N23TH,stNIB-v1_12775,Sotub01g030930
cSTA33A12TH,stNIB-v1_10234,Sotub06g021000
cSTA33C12TH,stNIB-v1_15415,Sotub03g027910
cSTA33E3TH,stNIB-v1_10772,Sotub01g035840
cSTA33F12TH,stNIB-v1_12664,Sotub01g034460
cSTA33F16TH,stNIB-v1_08272,Sotub01g013110
cSTA33H15TH,stNIB-v1_03296,Sotub03g032550
cSTA33I21TH,stNIB-v1_01706,Sotub01g038770
cSTA33J17TH,stNIB-v1_01752,PGSC0003DMG400021913
cSTA33J21TH,stNIB-v1_12490,Sotub06g028080
cSTA33K11TH,stNIB-v1_11353,Sotub06g034950
cSTA33K17TH,stNIB-v1_14149,Sotub01g006390
cSTA33L21TH,stNIB-v1_08111,Sotub11g029780
cSTA33L9TH,stNIB-v1_10853,Sotub03g023290
cSTA33N11TH,stNIB-v1_17361,Sotub09g019820
cSTA33O7TH,stNIB-v1_13246,Sotub12g029000
cSTA33P20TH,stNIB-v1_17762,Sotub12g028210
cSTA33P4TH,stNIB-v1_03971,Sotub07g027940
cSTA33P6TH,stNIB-v1_16625,Sotub04g007070
cSTA34A13TH,stNIB-v1_01097,Sotub10g024480
cSTA34A9TH,stNIB-v1_04876,Sotub01g010050
cSTA34B10TH,stNIB-v1_03696,Sotub04g028780
cSTA34B1TH,stNIB-v1_17416,Sotub10g005670
cSTA34D2TH,stNIB-v1_03434,Sotub06g029910
cSTA34F10TH,stNIB-v1_27803,PGSC0003DMG401002349
cSTA34F12TH,stNIB-v1_10456,Sotub05g027420
cSTA34F20TH,stNIB-v1_08600,Sotub02g024270
cSTA34G7TH,stNIB-v1_04114,Sotub10g019450
cSTA34H12TH,stNIB-v1_01418,Sotub07g013910
cSTA34H22TH,stNIB-v1_14378,Sotub05g022380
cSTA34I13TH,stNIB-v1_15939,Sotub06g025910
cSTA34J14TH,stNIB-v1_12734,Sotub06g035360
cSTA34J16TH,stNIB-v1_06422,Sotub07g016580
cSTA34J19TH,stNIB-v1_03660,Sotub01g026950
cSTA34K20TH,stNIB-v1_08130,Sotub05g012370
cSTA34L11TH,stNIB-v1_02867,Sotub08g024300
cSTA34L19TH,stNIB-v1_08975,PGSC0003DMG400017702
cSTA34L21TH,stNIB-v1_00405,Sotub03g029720
cSTA34L22TH,stNIB-v1_02705,Sotub12g030100
cSTA34L23TH,stNIB-v1_15904,Sotub01g044170
cSTA34L9TH,stNIB-v1_00405,Sotub03g029720
cSTA34M13TH,stNIB-v1_13241,Sotub12g029330
cSTA34O12TH,stNIB-v1_02728,Sotub12g031040
cSTA34P19TH,stNIB-v1_14754,PGSC0003DMG400044864
cSTA34P1TH,stNIB-v1_15471,Sotub08g012490
cSTA35A23TH,stNIB-v1_08340,Sotub05g028920
cSTA35B14TH,stNIB-v1_01916,Sotub03g027860
cSTA35B18TH,stNIB-v1_08591,Sotub02g024320
cSTA35C9TH,stNIB-v1_05729,Sotub04g011690
cSTA35F22TH,stNIB-v1_09025,Sotub07g027950
cSTA35F2TH,stNIB-v1_34770,cSTA35F2TH
cSTA35G13TH,stNIB-v1_04677,Sotub02g017260
cSTA35J24TH,stNIB-v1_02707,Sotub12g030260
cSTA35K2TH,stNIB-v1_35442,STMEF60TV
cSTA35M10TH,stNIB-v1_04717,Sotub10g022690
cSTA35M21TH,stNIB-v1_15869,Sotub08g026180
cSTA35N7TH,stNIB-v1_07712,Sotub05g008230
cSTA35O21TH,stNIB-v1_16819,Sotub05g012620
cSTA35O24TH,stNIB-v1_15958,Sotub03g022790
cSTA36A22TH,stNIB-v1_07633,Sotub10g005190
cSTA36D3TH,stNIB-v1_05568,Sotub02g033060
cSTA36F13TH,stNIB-v1_13917,Sotub11g012590
cSTA36F18TH,stNIB-v1_12455,Sotub06g026810
cSTA36G12TH,stNIB-v1_15072,Sotub12g014000
cSTA36G14TH,stNIB-v1_06859,Sotub02g029010
cSTA36G9TH,stNIB-v1_09622,Sotub09g020130
cSTA36H17TH,stNIB-v1_01307,Sotub11g011360
cSTA36I11TH,stNIB-v1_01725,Sotub12g022000
cSTA36I13TH,stNIB-v1_11709,Sotub01g040460
cSTA36I15TH,stNIB-v1_14108,Sotub09g023100
cSTA36J3TH,stNIB-v1_15266,Sotub03g013130
cSTA36L7TH,stNIB-v1_00197,Sotub12g009430
cSTA36O22TH,stNIB-v1_06440,PGSC0003DMG400011804
cSTA36P9TH,stNIB-v1_17737,Sotub12g020210
cSTA37C17TH,stNIB-v1_05190,Sotub11g015290
cSTA37F24TH,stNIB-v1_02446,Sotub07g021420
cSTA37G15TH,stNIB-v1_08212,Sotub03g015460
cSTA37G8TH,stNIB-v1_03872,Sotub01g025540
cSTA37H13TH,stNIB-v1_14737,Sotub01g011170
cSTA37H23TH,stNIB-v1_03910,Sotub01g025770
cSTA37H24TH,stNIB-v1_13306,Sotub12g027890
cSTA37H3TH,stNIB-v1_04350,Sotub09g023510
cSTA37J14TH,stNIB-v1_01202,PGSC0003DMG400001919
cSTA37J22TH,stNIB-v1_02707,Sotub12g030260
cSTA37J9TH,stNIB-v1_10758,Sotub02g021300
cSTA37K24TH,stNIB-v1_04390,Sotub12g006470
cSTA37N16TH,stNIB-v1_03783,Sotub09g030920
cSTA37N6TH,stNIB-v1_05255,Sotub07g021750
cSTA37O1TH,stNIB-v1_04874,Sotub04g022170
cSTA37O3TH,stNIB-v1_02456,Sotub08g015090
cSTA37O7TH,stNIB-v1_04915,Sotub06g033520
cSTA38B18TH,stNIB-v1_07337,PGSC0003DMG400013708
cSTA38F12TH,stNIB-v1_07097,Sotub03g021710
cSTA38J24TH,stNIB-v1_07776,Sotub09g027080
cSTA38K17TH,stNIB-v1_05257,Sotub07g021780
cSTA38L4TH,stNIB-v1_11091,Sotub05g029200
cSTA38M11TH,stNIB-v1_05485,Sotub04g036320
cSTA39A20TH,stNIB-v1_06395,Sotub04g032760
cSTA39A23TH,stNIB-v1_03328,Sotub03g033320
cSTA39D13TH,stNIB-v1_02268,Sotub04g034610
cSTA39D1TH,stNIB-v1_02268,Sotub04g034610
cSTA39F13TH,stNIB-v1_13940,Sotub01g027540
cSTA39H11TH,stNIB-v1_11730,Sotub02g031390
cSTA39H13TH,stNIB-v1_12890,Sotub10g026270
cSTA39H17TH,stNIB-v1_07092,Sotub09g016680
cSTA39L9TH,stNIB-v1_02110,Sotub02g028990
cSTA39M4TH,stNIB-v1_08400,Sotub06g017120
cSTA39O4TH,stNIB-v1_05545,Sotub04g036270
cSTA39O6TH,stNIB-v1_07506,Sotub04g009130
cSTA3B2TH,stNIB-v1_15239,Sotub07g017680
cSTA3B6TH,stNIB-v1_14560,Sotub06g010550
cSTA3D9TH,stNIB-v1_12060,Sotub01g045860
cSTA3E23TH,stNIB-v1_09371,Sotub03g008670
cSTA3F15TH,stNIB-v1_05359,Sotub02g016890
cSTA3G10TH,stNIB-v1_03994,Sotub05g028730
cSTA3G11TH,stNIB-v1_04181,Sotub10g027720
cSTA3J19TH,stNIB-v1_14613,Sotub11g015030
cSTA3K16TH,stNIB-v1_12502,Sotub06g028740
cSTA3M11TH,stNIB-v1_16151,Sotub01g023100
cSTA3N5TH,stNIB-v1_10074,Sotub06g032880
cSTA3P24TH,stNIB-v1_16953,Sotub06g013440
cSTA40C15TH,stNIB-v1_14076,Sotub02g020620
cSTA40D14TH,stNIB-v1_09152,Sotub03g026170
cSTA40D23TH,stNIB-v1_11859,Sotub01g026660
cSTA40E4TH,stNIB-v1_10944,Sotub11g016960
cSTA40E9TH,stNIB-v1_08979,Sotub04g026750
cSTA40H16TH,stNIB-v1_11155,Sotub05g028790
cSTA40J19TH,stNIB-v1_11766,Sotub12g012440
cSTA40K19TH,stNIB-v1_00621,Sotub09g015200
cSTA40N13TH,stNIB-v1_02100,Sotub02g010380
cSTA40N2TH,stNIB-v1_06857,Sotub02g029090
cSTA40P21TH,stNIB-v1_16204,Sotub01g030240
cSTA41A18TH,stNIB-v1_17135,Sotub07g023120
cSTA41C2TH,stNIB-v1_13473,Sotub06g013800
cSTA41D10TH,stNIB-v1_16905,Sotub05g025870
cSTA41D6TH,stNIB-v1_14975,Sotub06g029820
cSTA41I13TH,stNIB-v1_02810,Sotub12g031280
cSTA41J22TH,stNIB-v1_05119,Sotub03g034340
cSTA41K2TH,stNIB-v1_26488,cSTA41K2TH
cSTA41M1TH,stNIB-v1_15714,Sotub08g007280
cSTA41M4TH,stNIB-v1_11435,Sotub09g008580
cSTA42A11TH,stNIB-v1_15729,Sotub07g005720
cSTA42B23TH,stNIB-v1_13423,Sotub01g041960
cSTA42C7TH,stNIB-v1_08563,Sotub06g012910
cSTA42F22TH,stNIB-v1_09676,Sotub03g029240
cSTA42G13TH,stNIB-v1_11233,Sotub10g021810
